Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow
600257.SS,DAHU AQUACULTURE CO LTD,Farm Products,4.75,CNY,CNY,2309939200.0,12-31,0.0,1065568823.71,730467241.81,1860201296.68,796856112.59,1044497383.2,803532166.54,184753184.32,-76951033.51,67450890.8,-189398292.51,-27130163.9
600258.SS,BTG HOTELS (GROUP) CO LTD,Lodging,14.65,CNY,CNY,16849551360.0,12-31,0.36,11745963149.86,8776999212.51,24885179791.5,11698230149.86,7751223528.97,4778184568.15,1486006730.2200003,806313276.29,3370866578.48,-2267975121.08,-989410343.61
600259.SS,RISING NONFERROUS METALS SHARE ,Other Industrial Metals & Mining,34.32,CNY,CNY,11546483712.0,12-31,0.0,4708583882.76,1936709907.46,7429995571.24,3360054579.07,12596136712.94,12430014060.84,261389003.91,-298503707.84,-4994280.04,-21756940.47,-78475033.17
600261.SS,ZHEJIANG YANKON GROUP CO.LTD,Electrical Equipment & Parts,3.12,CNY,CNY,4165355776.0,12-31,0.0,3610038358.62,211737727.21,5288094903.2,3519426304.64,3176032596.47,2115302679.84,867300012.19,203019478.63,256961833.56,-394774628.79,564157296.42
600262.SS,INNER MONGOLIA NTH HAULER JOINT,Farm & Heavy Construction Machinery,18.16,CNY,CNY,3087200000.0,12-31,0.0,1730159591.09,100069361.1,4219483621.76,1630090229.99,2918457636.36,2359896517.95,222869249.49999994,178909240.21,363800662.11,-42966260.1,-5162021.13
600265.SS,YUNNAN JINGU FORESTRY,Lumber & Wood Production,18.17,CNY,CNY,2380524288.0,12-31,0.0,335520388.71,203363606.58,979282699.2,164570388.71,589735449.99,528760579.7,23460544.15,6322618.26,92125139.2,197970426.77,-258912715.99
600266.SS,BEIJING URBAN CONSTRUCTION INVE,Real Estate - Development,4.87,CNY,CNY,10295666688.0,12-31,0.0,51542641279.85,36645881623.98,122229102254.11,22244988737.53,25442187511.01,21414329207.33,2056304983.6499999,-951044344.83,5574859521.0,-7804384415.51,-1570768825.36
600267.SS,ZHEJIANG HISUN PHARMACEUTICAL C,Drug Manufacturers - Specialty & Generic,8.95,CNY,CNY,10801665024.0,12-31,0.0,11509590956.23,4243647380.18,15972478068.0,8341353163.16,9786848052.59,5407122407.82,3377267694.4400005,601182827.25,2114532552.48,-2036945193.72,-220799934.87
600268.SS,GUODIAN NANJING AUTOMATION COMP,Consumer Electronics,7.25,CNY,CNY,7366652416.0,12-31,0.0,3530398159.75,581460382.04,9943055956.71,3144210076.3,7623303860.82,5785003001.94,1250425360.9700003,226866535.35,872950807.62,-282551902.3,-44500662.79
600269.SS,JIANGXI GANYUE EXPRESSWAY CO,Infrastructure Operations,5.05,CNY,CNY,11793820672.0,12-31,0.17,25394183191.67,7547130158.86,37199302482.25,18661459855.23,5985046877.57,3633750357.53,462994689.3299999,1279193043.69,2600017461.72,-39528316.89,-2225353593.32
600271.SS,AISINO CORPORATION,Software - Application,8.5,CNY,CNY,15749480448.0,12-31,0.0,14380499377.17,510796088.03,21363659525.72,14004139888.35,8308680551.42,6330169174.55,2253537140.95,15954802.17,-167017412.4,-255767511.86,204595268.71
600272.SS,SHANGHAI KAI KAI INDUSTRY CO LT,Apparel Manufacturing,14.28,CNY,CNY,2622493440.0,12-31,0.049,605836509.95,18378779.54,1326712627.84,595827343.28,925070377.41,732158466.06,159423987.35,39300113.1,578427.54,-60831600.18,-82356455.09
600273.SS,ZHEJIANG JIAHUA ENGY CHEMICAL I,Chemicals,8.41,CNY,CNY,11823870976.0,12-31,0.4,11077459863.75,999956240.74,13121528905.24,10114750747.1,9153395433.54,7544671441.57,454481194.77,1007763748.59,994172083.07,-392957645.2,-630760562.53
600276.SS,JIANGSU HENGRUI PHARMACEUTICALS,Drug Manufacturers - General,51.09,CNY,CNY,325903089664.0,12-31,0.2,45519861860.32,110162063.21,50135645304.1,45519861860.32,27984605342.06,3848177391.88,17333295381.49,6336527014.75,7422753038.71,-1550590025.88,-1911985716.23
600278.SS,ORIENT INTERNATIONAL ENTREPRISE,Integrated Freight & Logistics,7.43,CNY,CNY,6521838592.0,12-31,0.186,7657209741.89,603054989.92,17143324457.77,7289628441.16,33646507154.71,31876457548.28,1379134453.24,272120852.64,311582446.08,-679538139.91,300209758.75
600279.SS,CHONGQING PORT CO LTD,Marine Shipping,5.37,CNY,CNY,6515904000.0,12-31,0.0,9643396446.97,3417447537.56,14023860248.71,6734610979.67,4377021750.71,3864664821.78,288727512.06,528989366.51,202229212.55,-978255569.77,-86916964.93
600280.SS,NANJING CENTRAL EMPORIUM GP STO,Department Stores,3.45,CNY,CNY,4073276928.0,12-31,0.0,5912352121.27,6366730890.27,11533178576.52,838978131.34,2450106074.36,1097645751.08,949846840.42,-152756238.99,525039985.41,-466447836.47,-45113253.99
600281.SS,SHANXI HUAYANG NEW MATERIAL CO ,Chemicals,3.35,CNY,CNY,1728392192.0,12-31,0.0,645485062.34,494679935.77,977234567.61,245689989.86,270551021.4,298098522.67,69842208.94,-199674603.62,-144738856.11,151992443.39,-51770591.41
600282.SS,NANJING IRON & STEEL,Steel,4.31,CNY,CNY,26571536384.0,12-31,0.185,47528289663.07,23914266218.4,69106873262.66,26027803064.82,61810635136.13,54447741487.19,3809778442.7,2260763334.01,3220711999.02,-1317255075.69,-975781619.98
600283.SS,QIANJIANG WATER RESOURCES DEVMT,Utilities - Regulated Water,10.22,CNY,CNY,5770886656.0,12-31,0.25,6573186752.3,4042120505.76,10310454146.74,3062157342.88,2322028069.74,1456676558.23,445397374.77,215243068.51,583450090.59,1797444496.2,-1131924843.38
600284.SS,SHANGHAI PUDONG CONSTRUCTION CO,Engineering & Construction,6.58,CNY,CNY,6578335232.0,12-31,0.267,9646072447.19,2850984796.69,32731730069.85,7745874568.89,18858511734.51,17399403767.08,989441363.8900001,593367033.75,-171735446.45,-505368801.51,-91082603.73
600285.SS,HENAN LINGRUI PHARMACEUTICAL,Drug Manufacturers - Specialty & Generic,22.17,CNY,CNY,12884872192.0,12-31,0.8,2932261680.28,149266791.62,4771917373.39,2791040844.65,3311472606.54,884387424.68,1817406164.92,568109302.85,813428748.87,-272733927.64,-229702546.03
600287.SS,JIANGSU SAINTY CORP,Industrial Distribution,4.54,CNY,CNY,1992369920.0,12-31,0.0,2482873798.91,682960961.24,3453493087.89,1808073408.44,3404455980.93,2874334068.2,384907733.76,70951076.63,-30061066.55,-183341922.97,22733292.59
600288.SS,DAHENG NEW EPOCH TECHNOLOGY INC,Electrical Equipment & Parts,8.58,CNY,CNY,3747744000.0,12-31,0.012,1956113584.26,121490000.0,3057057296.99,1834623584.26,1762804573.39,1160498472.58,609115507.3399999,-32016380.45,90028507.51,-34245557.21,60924650.99
600289.SS,BRIGHT OCEAN INTER-TELECOM CORP,Software - Application,6.36,CNY,CNY,4221736448.0,12-31,0.0,625699270.89,9541631.48,1381360969.24,625699270.89,320262669.65,163424825.83,197196831.68,-96707770.76,133469660.35,-7154915.37,-614390.04
600292.SS,SPIC YUANDA ENVIRONMENTAL PROTE,Utilities - Regulated Electric,12.29,CNY,CNY,9916370944.0,12-31,0.028,6621511833.48,1681066470.01,9773767499.55,5129369940.39,4251613495.67,3631083059.26,417754983.90999997,54011676.95,586062823.97,-246901716.95,-190772064.85
600293.SS,HUBEI SANXIA NEW BUILDING MATER,Building Materials,2.82,CNY,CNY,3283213056.0,12-31,0.0,2291782610.67,600221307.92,3523646214.85,1718595706.91,2176674953.42,1921220289.18,172991142.8,43921441.33,97580108.55,130246030.74,-109498916.93
600295.SS,INNER MONGOLIA ERDOS RESOURCES ,Textile Manufacturing,8.63,CNY,CNY,22527322112.0,12-31,0.6,26548029751.31,6546731290.98,48332750070.8,20945375567.56,28403470366.95,22538281280.02,3093234218.2200003,1846937908.62,4514749787.65,-5048560732.99,76284494.52
600298.SS,ANGEL YEAST CO. LTD.,Packaged Foods,33.29,CNY,CNY,28943226880.0,12-31,0.55,16486537261.82,6445251603.2,21733160046.6,10828610223.61,15196913197.79,11622050944.37,1883990561.13,1324569136.28,1649856927.18,211265666.23,-1765399808.98
600299.SS,BLUESTAR ADISSEO COMPANY,Specialty Chemicals,9.71,CNY,CNY,26041249792.0,12-31,0.18,16522402095.0,1696739497.0,22257398577.0,15542390570.0,15534274997.0,10840773006.0,2744297092.0,1204325915.0,2944669481.0,-1017033177.0,-1634244794.0
600300.SS,XUZHOU VV FOOD BEVERAGE CO,Packaged Foods,4.11,CNY,CNY,6953709568.0,12-31,0.128,3681806682.8,209925811.67,4685550007.97,3486739888.28,3656397063.41,2668881010.57,487654804.49,411142986.1,288427248.53,-249664641.47,133605728.68
600301.SS,GUANGXI HUAXI NONFERROUS METAL ,Other Industrial Metals & Mining,20.49,CNY,CNY,12961297408.0,12-31,0.0,4312873025.21,1288303443.15,6621880757.94,3502386954.72,2923562143.49,1810070458.0,367487099.64,313522241.3,901133779.63,-813855526.77,-93667064.65
600302.SS,XIAN TYPICAL INDUSTRIES CO,Specialty Industrial Machinery,5.04,CNY,CNY,1743890304.0,12-31,0.0,694361183.44,45727116.23,1114752276.4,652839156.66,446351660.77,365601180.82,135882686.14,-153370161.03,1570534.28,9930249.73,-86171390.56
600303.SS,LIAONING SG AUTOMOTIVE GROUP CO,Auto Manufacturers,4.47,CNY,CNY,3055709696.0,12-31,0.0,1919059834.46,681075710.82,3537212655.25,1341313880.53,1475447726.88,1470193963.98,298812263.21,-340819214.1,-8509463.83,43075952.81,28198533.45
600305.SS,JIANGSU HENGSHUN VINEGAR INDUST,Packaged Foods,7.88,CNY,CNY,8849397760.0,12-31,0.0,3318005991.12,2984975.77,4364251278.58,3318005991.12,2195870508.45,1433367945.71,596359265.75,127342058.81,494279933.34,-59659617.69,-412814055.71
600307.SS,GANSU JIU STEEL GP HONGXING IRO,Steel,1.36,CNY,CNY,8518169600.0,12-31,0.0,27565373356.5,18748098725.88,44358487527.95,10140378910.65,39452234072.93,36652305456.87,3356904399.97,-1050015435.8,503550001.2,3049096281.42,-3215136169.71
600308.SS,SHANDONG HUATAI PAPER INDUSTRY,Paper & Paper Products,3.85,CNY,CNY,6097822208.0,12-31,0.0,11419597132.47,2905045368.58,15292517298.26,9141115922.74,13046088493.13,12253065805.67,628882300.1,36161932.1,364763472.53,285488802.66,-791441978.78
600309.SS,WANHUA CHEMICAL GROUP CO LTD,Specialty Chemicals,55.05,CNY,CNY,172843220992.0,12-31,1.25,181759204574.87,104824578073.8,293333349744.25,94625896066.69,182069119160.94,152642583643.9,9095172688.86,13033066612.84,30053435178.33,6186159622.3,-37077680248.74
600310.SS,GUANGXI ENERGY CO LTD,Utilities - Renewable,4.61,CNY,CNY,6815562240.0,12-31,0.0,13978290789.71,13078452415.35,23289994478.89,2994831409.07,3931633998.09,2932806862.07,193684392.86,62987971.36,1205379205.82,2279361661.09,-3365925430.04
600312.SS,HENAN PINGGAO ELECTRIC CO LTD,Electrical Equipment & Parts,17.36,CNY,CNY,23556132864.0,12-31,0.289,10512404930.89,47059781.39,21742586040.7,10471404930.89,12401611323.4,9629133063.43,1464514210.9299998,1023171146.73,3008156518.31,-720341419.94,-133827871.39
600313.SS,ZHONGNONGFA SEED INDUSTRY GP CO,Farm Products,6.35,CNY,CNY,7034275840.0,12-31,0.0,2206016034.06,386856529.74,5283735917.38,1909923713.07,5563002957.98,5138403344.26,279748414.96000004,46887176.87,-76583023.43,-55810145.48,-80602408.14
600315.SS,SHANGHAI JAHWA UNITED CO. LTD.,Household & Personal Products,21.12,CNY,CNY,14923414528.0,12-31,0.0,8238728609.19,912237106.8,11729795966.33,7690117575.41,6597599900.71,2707000187.03,3440612861.1299996,500049003.38,103147826.31,-499048030.96,-360878286.33
600316.SS,JIANGXI HONGDU AVIATION INDUSTR,Aerospace & Defense,36.21,CNY,CNY,25966696448.0,12-31,0.017,5334376414.48,,15358973279.99,5334376414.48,5252055627.16,5072078229.07,114746640.89,39236110.02,-565962452.63,-10756717.68,-33943406.98
600318.SS,ANHUI XINLI FINANCE CO LTD,Asset Management,9.55,CNY,CNY,4993962496.0,12-31,0.0,2063469937.63,1408748907.56,4048822951.93,1060476921.18,313846909.57,57461045.66,86452125.50999999,31163180.17,239941482.04,-254533852.12,12608182.82
600319.SS,WEIFANG YAXING CHEMICAL,Chemicals,5.31,CNY,CNY,2058734720.0,12-31,0.0,1187069859.72,733066099.78,2112367105.54,644067887.5,824850305.91,806056160.52,-33770839.6,6364457.48,-167751560.27,385370427.98,-247693961.98
600320.SS,SHANGHAI ZHENHUA HEAVY INDUSTRY,Specialty Industrial Machinery,4.26,CNY,CNY,17596186624.0,12-31,0.055,35950572452.0,26839205386.0,85767463201.0,15867533500.0,34456420181.0,30060171301.0,2742365361.0,533524077.0,5275878878.0,-4303151262.0,-221754360.0
600322.SS,TIANJIN JINTOU STATE-OWNED URBA,Real Estate - Development,2.29,CNY,CNY,2587333632.0,12-31,0.0,4352985007.18,7631371915.84,15608112357.29,231908847.18,3053099136.19,2884054992.73,-990552033.6299999,37769051.46,1214879876.35,-1238985109.91,-485118.03
600323.SS,GRANDBLUE ENVIRONMENT CO LTD,Utilities - Regulated Water,23.27,CNY,CNY,19225884672.0,12-31,0.8,27412437121.95,16338711544.4,39305355208.01,13402321274.8,11886247107.45,8447075767.69,842192677.4700003,1663901901.49,3272684364.57,1307892365.4,-1836652844.63
600325.SS,ZHUHAI HUAFA PROPERTIES CO LTD,Real Estate - Development,5.32,CNY,CNY,14806571008.0,12-31,0.104,125092063681.02,126344850541.03,420295121577.0,19744432605.09,59992367667.72,51404215314.78,5454311972.799999,951304049.12,15899668761.6,-5419346200.74,-23381528060.95
600326.SS,TIBET TIANLU CO. LTD.,Engineering & Construction,7.11,CNY,CNY,9408948224.0,12-31,0.0,6585452075.55,3977079629.64,12818089407.28,3844757618.93,3138195862.88,2619459046.86,530155575.0,-104282164.12,429042275.39,-650012912.89,-30602313.4
600327.SS,WUXI COMMERCIAL MANSION GRAND O,Department Stores,5.0,CNY,CNY,4556615168.0,12-31,0.0,4152879994.6,1145504559.84,5801607691.81,3357239988.47,3642503794.2,3091493945.51,429483157.35,43637966.8,245402236.79,-238475038.36,-86183399.67
600328.SS,&#20013;&#30416;&#21270;&#24037,Chemicals,7.2,CNY,CNY,10610927616.0,12-31,0.123,12878932291.2,926739894.3,18746271790.93,12164115465.85,12892522230.94,10638104685.81,1150108272.1000001,518792627.42,582079000.83,-1058029238.54,-567725536.33
600329.SS,TIANJIN PHARMACEUTICAL DA REN T,Drug Manufacturers - Specialty & Generic,29.96,CNY,CNY,20268417024.0,12-31,1.28,7865245626.35,28585237.69,10768625044.29,7843592378.84,7306736058.69,3786015011.44,2665510823.62,2229334236.14,924672004.13,-319888287.29,342305198.12
600330.SS,TDG HOLDING CO LTD,Electronic Components,6.5,CNY,CNY,8017295360.0,12-31,0.0,8920711884.71,1003279027.92,11644678344.16,7980044369.7,3071094274.91,2444692483.07,477552544.28000003,88723010.27,195420431.98,62357321.27,-977124715.19
600331.SS,SICHUAN HONGDA CHEMICAL INDUSTR,Other Industrial Metals & Mining,6.55,CNY,CNY,13309600768.0,12-31,0.0,1070365649.25,680620000.0,2276237092.02,389845649.25,3409295468.66,3127356297.12,203825657.36,36110271.0,251055007.52,-48599594.82,-50308221.41
600332.SS,GUANGZHOU BAIYUNSHAN PHARMACEUT,Medical Distribution,26.07,CNY,CNY,40137633792.0,12-31,0.8,47833048925.35,13896853591.18,81683611520.64,35904527868.59,74992820473.56,62472768681.69,8744645409.37,2835496163.51,3442426597.59,-1006221496.98,-5963945573.71
600333.SS,CHANGCHUN GAS CO,Utilities - Regulated Gas,4.39,CNY,CNY,2673645824.0,12-31,0.0,4709827149.3,2796313525.8,6881721232.1,1949257149.3,2308438779.72,1947548986.1,344847041.62,-67720781.37,55133163.4,304595452.23,-112792726.83
600335.SS,SINOMACH AUTOMOBILE CO. LTD.,Auto & Truck Dealerships,6.28,CNY,CNY,9393561600.0,12-31,0.03,13078605877.74,2577417838.06,34482983349.66,10923298590.12,43519840430.07,40394547074.06,2251949386.9,20791674.18,631764281.65,662097586.98,-837794297.06
600336.SS,AUCMA COMPANY LTD,Consumer Electronics,6.49,CNY,CNY,5242959360.0,12-31,0.03,3179736609.21,1397649110.99,7921570809.38,2499593752.14,9303766761.58,7993896894.12,1175970897.3600001,56062180.87,-22918826.15,139293912.82,-258142691.02
600337.SS,MARKOR INTL HOME FURNISHINGS CO,"Furnishings, Fixtures & Appliances",1.77,CNY,CNY,2600961792.0,12-31,0.012,5510963700.37,4279565107.51,9661888966.84,3688273892.06,4182010068.82,2392051035.1,2138598217.03,-463110673.71,435900750.61,-381600172.32,-116246514.26
600338.SS,XIZANG ZHUFENG RESOURCES CO LTD,Other Industrial Metals & Mining,9.27,CNY,CNY,8502157312.0,12-31,0.0,3471602121.19,310976184.52,5489892061.17,3182534260.95,1468499874.89,963273507.08,389374003.3,-215350061.73,298635315.97,61214569.56,-408721905.66
600339.SS,CHINA PETROLEUM ENGINEERING CO ,Oil & Gas Equipment & Services,3.14,CNY,CNY,17531090944.0,12-31,0.035,35962878887.33,10124094834.47,108441959183.74,26462878887.33,85917347544.27,78878105721.2,5434358660.99,635455194.54,-9340715770.19,6901962455.82,-234264199.26
600340.SS,CHINA FORTUNE LAND CO LTD,Real Estate - Development,2.25,CNY,CNY,9040702464.0,12-31,0.0,173902973779.4,186539218962.45,351496855879.63,7160231355.78,35906571404.03,27672281345.25,5056761499.54,-6027853967.35,-1645636034.48,-4851944093.63,662871882.0
600343.SS,SHAANXI AEROSPACE POWER HIGH-TE,Specialty Industrial Machinery,11.18,CNY,CNY,7135143424.0,12-31,0.0,1910997355.5,447960000.0,2993796789.84,1463037355.5,925472687.82,882505402.27,190764809.73000002,-187231236.22,-62297662.84,-10114996.66,-11773052.31
600345.SS,WUHAN YANGTZE COM. INDUSTRY GP ,Communication Equipment,22.7,CNY,CNY,7482192896.0,12-31,0.08,3504057864.28,86519800.0,4436889778.34,3420256076.16,695615887.22,465456463.54,234142608.12,221094398.33,-15492231.9,641114812.48,-64214172.43
600346.SS,HENGLI PETROCHEMICAL CO LTD,Chemicals,15.57,CNY,CNY,109669154816.0,12-31,0.45,214730231968.29,166517344197.68,273082869863.4,63399177245.12,236400576222.39,212983331904.94,8304171964.820002,7043568223.6,22732565255.93,7817281009.26,-20902265015.97
600348.SS,SHAN XI HUA YANG GROUP NEW ENER,Thermal Coal,6.53,CNY,CNY,23665176576.0,12-31,0.718,41685473977.15,19549484779.39,71571043247.92,27863439319.87,28518163572.57,15713226494.55,4258758146.55,5179275164.6,6938127855.88,-3340530135.2,-7026841031.17
600350.SS,SHANDONG HI-SPEED GROUP CO  LTD,Infrastructure Operations,10.36,CNY,CNY,50267549696.0,12-31,0.42,106012086561.18,69524708683.12,161687852769.53,43287650068.96,28494275610.16,21068266367.68,1658813974.9899998,3196128356.19,6840707803.62,-737108965.54,-7763089268.69
600351.SS,YABAO PHARMACEUTICAL GROUP CO L,Drug Manufacturers - Specialty & Generic,5.93,CNY,CNY,4185998848.0,12-31,0.15,3176408510.38,209001308.72,3853636709.0,2976188510.38,2909765256.74,1226341851.74,1357963837.68,199585789.8,497553579.83,-446752508.47,-127371540.23
600352.SS,ZHEJIANG LONGSHENG GROUP CO,Specialty Chemicals,9.96,CNY,CNY,32435736576.0,12-31,0.45,45581485581.43,14315007810.01,72012337056.1,34280402044.22,15883856648.85,11456745050.33,2105652088.0500007,2030289346.11,9265381879.16,-4466743586.07,-3168255876.04
600353.SS,CHENGDU XUGUANG ELECTRONICS CO ,Electrical Equipment & Parts,8.4,CNY,CNY,6981583872.0,12-31,0.06,2138097293.27,359354348.44,3237252427.43,1816820377.21,1586464127.8,1224397880.28,208140379.30999997,102476226.11,69049938.9,11262032.15,-6643828.57
600354.SS,GANSU DUNHUANG SEED GROUP CO LT,Farm Products,6.09,CNY,CNY,3346266368.0,12-31,0.0,916080325.23,314014836.71,1994093930.13,651749893.28,1155927318.74,783782902.77,185508058.74000004,49876394.67,276550980.42,-237294263.71,-22284172.31
600355.SS,ROUTON ELECTRONIC CO LTD,Communication Equipment,3.07,CNY,CNY,1545158528.0,12-31,0.0,214612831.26,43093497.64,296920970.33,174559206.26,140962572.79,107177510.07,64050152.41,-43360419.81,-655299.51,-5550938.97,7761.49
600356.SS,MUDANJIANG HENGFENG PAPER,Paper & Paper Products,7.63,CNY,CNY,2297248000.0,12-31,0.137,2828780371.33,358271989.12,3167036857.51,2498258694.14,2648082600.07,2187689505.53,235955099.23000002,136156369.62,195731812.29,-47051805.77,-102843848.95
600358.SS,CHINA TOURISM AND CULTURE INV G,Leisure,4.06,CNY,CNY,2060141440.0,12-31,0.0,365301103.82,286708822.21,425130680.55,84692180.24,364730264.61,346501637.58,49002191.32,-63703147.79,11240039.07,-63430995.72,-2830682.53
600359.SS,XINJIANG TALIMU AGRICULTURE DEV,Farm Products,6.82,CNY,CNY,2651513600.0,12-31,0.0,967048578.79,302574176.08,1292102885.1,674453479.9,571820331.65,440161475.93,67140775.42,31831526.29,81923104.63,83032447.62,-85392006.64
600360.SS,JILIN SINO-MICOELECTRONICS,Semiconductor Equipment & Materials,6.87,CNY,CNY,6837305856.0,12-31,0.012,4756048350.81,2419973446.09,6680485318.29,3262201923.08,1741756017.59,1330297589.27,291485405.4,36869423.9,312235924.81,-165818183.07,-392877971.68
600361.SS,INNV NEW MATERIAL TECH CO LTD,Aluminum,3.83,CNY,CNY,15731494912.0,12-31,0.07,16886144089.04,7396086067.78,19915586796.6,10130195394.37,72843631643.64,70497410887.87,762741361.02,957871698.96,582368329.46,3256253455.74,-2306506019.82
600362.SS,JIANGXI COPPER CO,Copper,21.87,CNY,CNY,62307414016.0,12-31,0.7,139904368237.0,67874390080.0,193127834940.0,77945429075.0,520928245943.0,502484215994.0,5602764718.0,6962197980.0,2507849798.0,5732637522.0,-12303078917.0
600363.SS,JIANGXI LIANCHUANG OPTOELECTRON,Electronic Components,55.88,CNY,CNY,25342361600.0,12-31,0.075,5046694401.96,1419549028.07,7566055726.47,4010798123.79,3239646728.54,2651526838.53,459060768.2,339242720.26,225400308.77,-40141551.41,48816589.53
600365.SS,TONGHUA GRAPE WINE,Beverages - Wineries & Distilleries,2.95,CNY,CNY,1260830080.0,12-31,0.0,327248127.45,27838029.0,894744313.19,307948127.45,858962925.39,704471994.36,144390972.35,-72837775.09,-445952512.5,460125750.82,-3192412.7
600366.SS,NINGBO YUNSHENG(GROUP)CO,Tools & Accessories,7.39,CNY,CNY,8121905664.0,12-31,0.05,6922284534.98,1227060381.91,8562120814.38,5907747464.15,5369427721.98,5037608830.01,618168297.44,-227427656.44,1086899198.6,-870580645.7,-277473172.82
600367.SS,GUIZHOU REDSTAR DEVELOPING,Chemicals,13.71,CNY,CNY,4676905984.0,12-31,0.02,2334277632.94,127809860.77,3159873830.22,2310256276.01,2196852418.52,1912186371.63,215494085.90999997,26451468.9,203863476.96,313066819.16,-73075279.38
600368.SS,GUANGXI WUZHOU COMMUNICATIONS C,Railroads,4.5,CNY,CNY,7436610048.0,12-31,0.131,8254257555.58,1743212845.27,9615088215.83,6870257555.58,1823013143.58,922401708.3,141078721.51999998,698233497.46,1080971613.2,-696775653.17,-653952579.96
600369.SS,SOUTHWEST SECURITIES CO. LTD.,Capital Markets,4.12,CNY,CNY,27444307968.0,12-31,0.035,46395005305.41,21110428064.48,84675013375.1,25410020799.84,2030824428.67,,,602229285.63,-1562152638.52,2058341810.01,-152295346.84
600370.SS,JIANGSU SANFAME POLYESTER MATER,Textile Manufacturing,1.95,CNY,CNY,7871175168.0,12-31,0.0,11804209698.56,6280905791.19,16093166888.37,6296770380.9,23479291481.28,23438136458.19,176140856.32,-274960436.57,-2717814734.24,3801493974.24,-947166421.77
600371.SS,WANXIANG DONEED CO,Farm Products,9.49,CNY,CNY,2858482688.0,12-31,0.0,573840516.63,,809366114.51,573840516.63,342781221.6,249793259.05,58127787.23,52628214.09,-73137827.57,-65715600.0,11134050.16
600372.SS,AVIC AIRBORNE SYSTEMS CO LTD,Aerospace & Defense,11.02,CNY,CNY,53518188544.0,12-31,0.07,47536476230.62,12970946826.56,78120456108.96,37454480816.45,23879725151.63,17150922200.03,5016389332.21,1040725755.41,-1988714086.57,3035303202.66,-888825955.72
600373.SS,CHINESE UNIVERSE PUBLISHING&MED,Publishing,10.93,CNY,CNY,15401025536.0,12-31,0.0,19473263524.83,2757666994.81,30591809954.2,17871746655.05,9304036681.97,5620306869.98,2783995794.68,744387159.94,401377347.63,-1440890089.21,-5702735164.82
600375.SS,HANMA TECHNOLOGY GROUP CO LTD,Farm & Heavy Construction Machinery,5.88,CNY,CNY,9618445312.0,12-31,0.0,3941507017.76,701377584.54,7420990482.25,3298382017.76,4222445692.96,4102808047.96,449777751.04,157232828.89,-1050449466.39,1867351387.65,30256486.5
600376.SS,BEIJING CAPITAL DEVELOPMENT CO.,Real Estate - Development,2.45,CNY,CNY,6448914432.0,12-31,0.0,104935426667.06,108276447255.83,229869099539.88,13571577761.64,24213068048.89,23051848285.2,2204057082.21,-8140775786.43,7381863920.69,-10197954125.29,-443132424.62
600377.SS,JIANGSU EXPRESSWAY CO,Infrastructure Operations,15.62,CNY,CNY,70727827456.0,12-31,0.49,59354196611.3,29464527019.63,89886075247.13,38596795651.66,23198204414.58,17101001522.62,408433859.8999996,4946691605.41,6316202433.54,3081232998.28,-9387552676.04
600378.SS,HAOHUA CHEMICAL SCIENCE&TECHNOL,Chemicals,26.33,CNY,CNY,34172127232.0,12-31,0.346,11044351120.04,2624811587.97,15761660575.39,8534529226.78,7852379380.79,5759623161.89,1186427367.17,899813205.41,1092315975.42,-146199256.97,-951149882.81
600379.SS,SHAANXI BAOGUANG VACUUM ELECTRI,Electrical Equipment & Parts,9.42,CNY,CNY,3110502656.0,12-31,0.109,774588439.84,50396758.62,1764158401.9,752322529.92,1464198681.28,1184865575.69,174500232.48999998,90359213.41,35049575.29,-25341679.4,-47850768.88
600380.SS,JOINCARE PHARMACEUTICAL GROUP I,Drug Manufacturers - Specialty & Generic,10.51,CNY,CNY,19392210944.0,12-31,0.2,19414354701.71,5295586923.5,35718129456.13,14534719589.34,15619480306.89,5827852690.99,6269051274.01,1386570192.56,3636320913.57,-3036022692.95,-1154006895.66
600381.SS,QINGHAI SPRING MEDICINAL RESOUR,Drug Manufacturers - Specialty & Generic,3.43,CNY,CNY,2119290624.0,12-31,0.0,1265066305.34,18659308.58,1359312015.51,1265066305.34,213876676.45,82957047.32,236794342.64999998,-267865267.06,23916780.35,-8531148.85,-11873014.16
600382.SS,GUANGDONG MINGZHU BALL VALVE GR,Electronic Components,4.38,CNY,CNY,3062338560.0,12-31,0.183,3384949849.93,289493048.02,3778721676.6,3155565792.52,682367519.07,214724712.78,109431291.62,154280100.4,15956461.26,-203683456.7,183407945.09
600383.SS,GEMDALE CORPORATION,Real Estate - Development,4.92,CNY,CNY,22843805696.0,12-31,0.0,101086805513.24,74678123993.9,293906275277.89,59039922204.51,75343746673.02,64018649018.12,6477467369.54,-6115084228.32,13619761151.52,-23584480116.25,2461762704.53
600386.SS,BEIJING BASHI MEDIA CO. LTD.,Auto Parts,4.32,CNY,CNY,3483648256.0,12-31,0.0,2983692161.79,1556995184.41,4601200214.63,1767983051.84,4517988496.4,3795217363.05,534330811.18000007,20711138.29,457472501.93,-207445501.8,-266619241.44
