Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow
601211.SS,GUOTAI HAITONG SECURITIES CO LT,Capital Markets,17.14,CNY,CNY,277853110272.0,12-31,0.43,367417074662.0,198283270188.0,1047745412851.0,170775389621.0,43098065946.0,,,13024084673.0,56105124362.0,7508793978.0,-22659014171.0
601212.SS,BAIYIN NONFERROUS GROUP CO LTD,Other Industrial Metals & Mining,2.79,CNY,CNY,21251708928.0,12-31,0.003,31933259866.28,19785817683.35,47969524293.18,14935358263.82,86971150303.79,83294594096.45,1555115712.1000001,83064391.59,2478767080.87,-425308074.13,-1304037563.37
601216.SS,INNER MONGOLIA JUNZHENG ENERGY ,Chemicals,5.32,CNY,CNY,44890267648.0,12-31,0.32,29163176826.71,4638439140.31,40174267790.84,26934400139.31,19124410642.24,14613801903.2,1995836124.77,2723144440.27,993442922.83,-2591587422.51,1203672635.72
601218.SS,JIANGSU SINOJIT WIND ENERGY TEC,Specialty Industrial Machinery,3.05,CNY,CNY,2955553536.0,12-31,0.0,2981623512.65,215370599.13,3641773498.11,2842757021.89,1216269823.32,1022244540.84,117695075.74999999,30452056.13,306846146.63,-127009479.26,-315562448.5
601222.SS,JIANGSU LINYANG ENERGY CO LTD,Electrical Equipment & Parts,6.23,CNY,CNY,12834859008.0,12-31,0.571,17622986898.01,3001737814.61,23185872521.48,15486938064.03,6872101681.3,4918078737.96,762458931.97,1031325697.38,341244704.96,-601649150.51,430048596.71
601225.SS,SHAANXI COAL INDUSTRY,Thermal Coal,20.29,CNY,CNY,197197709312.0,12-31,1.527,92183369616.8,5126870743.86,193901834023.3,89286253319.51,170872490679.69,106188077125.61,20347077620.560005,21239015394.53,38598156413.87,-51533211869.12,-14325163744.6
601226.SS,HUADIAN HEAVY INDUSTRIES CO LTD,Engineering & Construction,6.32,CNY,CNY,7390608384.0,12-31,0.026,4220746175.3,234061006.68,11522310658.0,4189446175.3,7174495440.98,6404436089.0,707068161.1700001,97517652.67,462789242.21,-484928257.81,-55660012.16
601228.SS,GUANGZHOU PORT COMPANY LIMITED,Marine Shipping,3.19,CNY,CNY,24293380096.0,12-31,0.0,34716284815.17,19112821355.05,52256339923.76,20839389595.43,14072931303.65,11007065610.6,1064656875.3100002,964430650.77,2541774821.16,-321656429.09,-2779659135.16
601229.SS,BANK OF SHANGHAI CO LTD,Banks - Regional,10.46,CNY,CNY,149889712128.0,12-31,0.0,612323013000.0,395349637000.0,3085516473000.0,218621660000.0,50537196000.0,,,22544789000.0,4040247000.0,33509578000.0,-57206079000.0
601231.SS,UNIVERSAL SCIENTIFIC IND (SHANG,Electronic Components,13.5,CNY,CNY,29648699392.0,12-31,0.23,25109042764.78,7745519665.9,40009707474.65,17934523876.88,60690651098.1,54929613226.02,3759948296.85,1652482815.41,6823435492.62,-1836253228.36,-1428897187.2
601233.SS,TONGKUN GROUP CO LTD,Textile Manufacturing,10.58,CNY,CNY,25442572288.0,12-31,0.043,74919215558.55,46916160546.51,102446113224.0,35470401672.62,82639848536.91,78455115981.07,3158400572.8500004,797038985.03,3121347781.17,6526657903.91,-10484372724.12
601236.SS,HONGTA SECURITIES CO LTD,Capital Markets,7.45,CNY,CNY,35234627584.0,12-31,0.15,36328552382.45,12002510636.9,59070725888.07,24419915918.27,2021923829.96,,,764018203.05,1532602870.19,799353025.06,-61342849.32
601238.SS,GUANGZHOU AUTOMOBILE GROUP,Auto Manufacturers,8.02,CNY,CNY,81780744192.0,12-31,0.05,142445708698.0,37805975623.0,232458340666.0,114354080990.0,107783806936.0,100599931912.0,11789093009.0,823581893.0,10918597387.0,2206544140.0,-11750592997.0
601279.SS,CHANGCHUN ENGLEY AUTOMOBILE IND,Auto Parts,3.57,CNY,CNY,5661270016.0,12-31,0.01,4642749495.07,1202907257.7,7843415931.96,4275874766.11,4692516578.87,4181131803.79,399455044.14,48819933.65,766511677.83,-270502334.7,-464871757.77
601288.SS,AGRICULTURAL BANK OF CHINA,Banks - Diversified,5.5,CNY,CNY,1891923132416.0,12-31,0.242,6053339000000.0,3042531000000.0,43238135000000.0,3010808000000.0,710483000000.0,,,282083000000.0,1353042000000.0,225628000000.0,-2243537000000.0
601298.SS,QINGDAO PORT INTERNATIONAL CO L,Marine Shipping,8.67,CNY,CNY,53148487680.0,12-31,0.314,43292977045.0,3434433848.0,60245860643.0,40277056758.0,18173127837.0,12498841169.0,374115519.0,4923321689.0,6151397645.0,-3052218516.0,-1984169313.0
601311.SS,CAMEL GROUP CO. LTD.,Auto Parts,8.18,CNY,CNY,9596366848.0,12-31,0.0,11513892750.99,2166275063.69,14996114827.69,9555157324.05,15592199476.32,13228790172.06,1580477589.0900002,613972161.65,619072466.47,-21990265.52,77210139.85
601318.SS,PING AN INSURANCE(GROUP)CO.OF C,Insurance - Life,50.84,CNY,CNY,867787931648.0,12-31,2.55,2315380000000.0,1395581000000.0,12957827000000.0,928600000000.0,744913000000.0,,,126607000000.0,382474000000.0,30951000000.0,-416251000000.0
601319.SS,THE PEOPLE S INSURANCE COMPANY ,Insurance - Property & Casualty,7.18,CNY,CNY,291801661440.0,12-31,0.18,319355000000.0,52602000000.0,1766321000000.0,268866000000.0,598791000000.0,,,42151000000.0,87990000000.0,4860000000.0,-77599000000.0
601326.SS,QINHUANGDAO PORT CO LTD,Marine Shipping,3.19,CNY,CNY,16944259072.0,12-31,0.085,24532173335.27,6127859439.93,28026106959.77,18423519428.29,7054883834.36,4950749710.01,423378845.31999993,1531202403.96,2393799107.25,-1411639200.6,-2739464284.2
601328.SS,BANK OF COMMUNICATIONS CO LTD,Banks - Diversified,7.56,CNY,CNY,520297349120.0,12-31,0.379,2314289000000.0,1214935000000.0,14900717000000.0,1099354000000.0,258434000000.0,,,93586000000.0,-57348000000.0,42520000000.0,-98089000000.0
601330.SS,DYNAGREEN ENVIRONMENTAL PROTECT,Waste Management,7.05,CNY,CNY,8215999488.0,12-31,0.0,19576145719.81,11530840339.72,21988772935.44,8052817092.46,3398572272.66,1854415615.88,225220582.0999999,585082147.27,1438470488.62,-1246045791.12,-357166567.06
601333.SS,GUANGSHEN RAILWAY CO,Railroads,2.88,CNY,CNY,18652694528.0,12-31,0.07,27909411974.0,2195608395.0,36567255729.0,27109235057.0,27090074926.0,25382787574.0,218215805.0,1060161237.0,2710300274.0,-982244453.0,-1275776063.0
601336.SS,NEW CHINA LIFE INSURANCE CO LTD,Insurance - Life,49.36,CNY,CNY,131236388864.0,12-31,2.53,126624000000.0,31099000000.0,1692297000000.0,96240000000.0,68014000000.0,,,26229000000.0,96290000000.0,62029000000.0,-141771000000.0
601339.SS,BROS EASTERN CO LTD,Textile Manufacturing,4.9,CNY,CNY,7347893248.0,12-31,0.26,12113794420.02,4027458135.17,14390143929.11,9599565279.83,7941494455.03,7131497723.95,445687922.0500001,410175632.21,1382934630.94,-2198994717.28,254423433.3
601360.SS,360 SECURITY TECHN,Software - Infrastructure,10.05,CNY,CNY,70554517504.0,12-31,0.1,33088942000.0,1464293000.0,40168367000.0,31908363000.0,9055425000.0,3553191000.0,5800399000.0,-492475000.0,924293000.0,1040207000.0,3162988000.0
601366.SS,LIQUN COMMERCIAL GROUP CO LTD,Department Stores,4.84,CNY,CNY,4523759104.0,12-31,0.03,9718746554.12,7894879073.72,16597505410.36,4198968451.4,7702850471.02,5185305943.52,2169004781.71,29775972.82,1337233650.22,-958459114.77,-398395042.58
601368.SS,GUANGXI NANNING WATERWORKS CO L,Utilities - Regulated Water,4.84,CNY,CNY,4273589504.0,12-31,0.03,16789357656.25,14487111703.49,23409467812.65,4741411685.39,2477672499.14,1619661157.75,194572919.30999994,87934594.38,451459220.48,1000202782.16,-1507179039.78
601369.SS,XI AN SHAANGU POWER CO LTD,Specialty Industrial Machinery,8.57,CNY,CNY,14788391936.0,12-31,0.0,11970268017.99,4021789266.48,25264416097.26,8868697938.27,10277079913.78,7963808133.68,1182457206.56,1041588362.13,1148131030.86,-310381710.52,-2055291287.38
601375.SS,CENTRAL CHINA SECURITIES CO LTD,Capital Markets,3.89,CNY,CNY,15070210048.0,12-31,0.023,28039066523.46,14093541364.32,51614348080.07,14060235023.57,1627391749.97,,,245847400.51,4168168660.39,738149334.54,586684789.83
601377.SS,INDUSTRIAL SECURITIES CO LTD,Capital Markets,5.83,CNY,CNY,50692669440.0,12-31,0.13,126271477739.12,70464446196.93,273611445298.37,56371569789.96,10567403566.2,,,1964371034.08,-10360349933.12,10715915817.63,-11428823828.09
601388.SS,YECHIU METAL RECYCLING (CHINA) ,Aluminum,2.49,CNY,CNY,5568387072.0,12-31,0.018,5077144312.22,848165315.58,5682434637.81,4292846516.26,6796644426.21,6254130268.02,271936507.84000003,132902874.88,600030517.05,-128078439.68,-623693374.37
601390.SS,CHINA RAILWAY GROUP LIMITED,Engineering & Construction,5.66,CNY,CNY,129970012160.0,12-31,0.178,818795014000.0,515909835000.0,2256413630000.0,354714424000.0,1160311430000.0,1043972731000.0,62667197000.0,27886745000.0,28051091000.0,57394762000.0,-82288811000.0
601398.SS,INDUSTRIAL & COMMERCIAL BK OF C,Banks - Diversified,7.14,CNY,CNY,2368637763584.0,12-31,0.308,6434377000000.0,2599150000000.0,48821746000000.0,3835227000000.0,817284000000.0,,,365863000000.0,579194000000.0,415683000000.0,-1471468000000.0
601399.SS,SINOMACH HEAVY EQUIPMENT GROUP ,Metal Fabrication,2.91,CNY,CNY,21207119872.0,12-31,0.0,14563105421.47,236475654.31,33129628114.95,14393105421.47,12674262655.33,10759003563.14,1201965137.77,431841438.56,1726546631.05,-462502660.44,-826741172.63
601456.SS,GUOLIAN MINSHENG SECURITIES CO ,Capital Markets,9.56,CNY,CNY,51523620864.0,12-31,0.056,43386807000.0,25043534000.0,97208144000.0,18584334000.0,4511384000.0,1277955000.0,1328386000.0,397419000.0,8177257000.0,-2261523000.0,1373772000.0
601500.SS,JIANGSU GENERAL SCIENCE TECHNOL,Auto Parts,4.69,CNY,CNY,7454708224.0,12-31,0.056,8565570421.63,3233269412.75,11282262677.58,5546186344.27,5064441734.66,4267221984.03,396490197.40999997,216349807.35,891975659.91,538462654.13,-976232396.79
601512.SS,CHINA-SINGAPORE SUZHOU INDUSTRI,Engineering & Construction,7.3,CNY,CNY,11031833600.0,12-31,0.273,22111557499.61,9296634599.56,35363282338.72,14444135607.01,2685112639.26,1331799525.97,382992044.0799999,637100077.41,1108645969.7,-476284073.13,-1450113603.43
601515.SS,GUANGDONG DFP NEW MATERIAL GROU,Packaging & Containers,3.66,CNY,CNY,6897270272.0,12-31,0.0,5480577560.04,503940490.34,6749021999.5,5238990132.96,1424125646.75,1170518613.53,353641239.35,-489485761.59,33534382.64,25244602.69,-296352186.63
601518.SS,JILIN EXPRESSWAY CO LTD,Infrastructure Operations,2.84,CNY,CNY,5369161728.0,12-31,0.086,5386290265.05,30119096.19,6281374586.1,5386290265.05,1484434408.83,702123964.26,61390713.910000086,538829185.08,785489719.13,-608596516.96,-18051994.41
601519.SS,SHANGHAI GREAT WISDOM CO LTD.,Financial Data & Stock Exchanges,8.71,CNY,CNY,17453707264.0,12-31,0.0,1433249147.35,40061830.47,1940036813.32,1433249147.35,770853436.03,308372204.29,707863598.37,-201271049.65,-160739215.2,-153989117.86,-186399717.14
601528.SS,ZHEJIANG SHAOXING RUIFENG RURAL,Banks - Regional,5.15,CNY,CNY,10183918592.0,12-31,0.2,28002529000.0,9112589000.0,220502889000.0,18968035000.0,4273903000.0,,,1921704000.0,-610243000.0,1169791000.0,-5781448000.0
601555.SS,SOOCHOW SECURITIES CO LTD,Capital Markets,7.64,CNY,CNY,37960867840.0,12-31,0.0,82088702619.76,42630256420.21,157495307814.69,39714782613.18,11163239633.82,,,2002031162.53,-9603304814.13,1241339858.07,5659504000.47
601566.SS,JOEONE CO LTD,Apparel Manufacturing,8.34,CNY,CNY,4792472576.0,12-31,0.3,4275246369.22,477996881.03,5786045647.87,3921246369.22,3054998720.67,1113105351.98,1399320451.3400002,191238329.22,582655414.78,-333665153.14,191231902.06
601567.SS,NINGBO SANXING MEDICAL ELECTRIC,Electrical Equipment & Parts,26.36,CNY,CNY,37236400128.0,12-31,0.65,13471533096.56,3493634091.81,21513022906.38,11005533096.56,11462508357.39,7566256973.36,2023024728.3400002,1903702022.52,1901306987.04,1174529477.93,-562738019.38
601568.SS,SHAANXI BEIYUAN CHEMICAL INDUST,Chemicals,4.11,CNY,CNY,16325824512.0,12-31,0.0,11912668599.59,170711130.63,14790364365.54,11802334786.91,10966537115.67,9589490330.37,602465668.02,372569940.91,472853154.66,-2241128880.42,-555299008.44
601577.SS,BANK OF CHANGSHA CO LTD,Banks - Regional,9.39,CNY,CNY,38167531520.0,12-31,0.38,232390833000.0,173440604000.0,1020032943000.0,60117413000.0,24876391000.0,,,7462951000.0,42341447000.0,-13538858000.0,-8882202000.0
601579.SS,KUAIJISHAN SHAOXING RICE WINE C,Beverages - Wineries & Distilleries,12.94,CNY,CNY,6261614080.0,12-31,0.4,3710983714.64,3502437.55,4563115630.15,3709982961.22,1631453620.53,781830895.51,595820925.72,196189218.68,329459064.25,-127925979.28,-99034019.53
601588.SS,BEIJING NORTH STAR CO,Real Estate - Development,1.71,CNY,CNY,5034068992.0,12-31,0.0,25344166815.0,22375221218.0,48841884791.0,9699142595.0,7152407232.0,5286766834.0,1604010811.0,-2827464028.0,973639664.0,-2666167944.0,-29588869.0
601595.SS,SHANGHAI FILM CO LTD,Entertainment,29.18,CNY,CNY,13078475776.0,12-31,0.0,1638903566.9,419343761.69,2708373902.77,1638903566.9,690373321.95,528889838.22,116248311.88999999,90047145.86,69833529.47,-191475622.65,-166805349.98
601598.SS,SINOTRANS LIMITED,Integrated Freight & Logistics,4.9,CNY,CNY,56725340160.0,12-31,0.29,48593502362.83,11757656080.87,77195500137.85,39567594762.3,105620773355.43,103773712413.46,-1107242363.2499998,3917651361.38,4111259814.7,-4739201328.55,207387715.78
601599.SS,ZHEWEN PICTURES GROUP CO LTD,Textile Manufacturing,3.45,CNY,CNY,4073311488.0,12-31,0.0,1854633993.64,445549642.68,3592640924.01,1514474178.77,3040418757.5,2582965286.18,260598733.97,120146898.3,324550345.88,78450487.58,-235133674.6
601600.SS,ALUMINUM CORP OF CHINA(CHALCO),Aluminum,6.51,CNY,CNY,101819006976.0,12-31,0.217,116111506000.0,63595657000.0,215895530000.0,69191321000.0,237065629000.0,199721334000.0,11042688000.0,12400160000.0,32807186000.0,-22930276000.0,-7628415000.0
601601.SS,CHINA PACIFIC INSURANCE (GROUP),Insurance - Life,30.89,CNY,CNY,268839976960.0,12-31,1.08,301703000000.0,13008000000.0,2834907000000.0,291417000000.0,311482000000.0,,,44960000000.0,154404000000.0,61336000000.0,-209900000000.0
601606.SS,ANHUI GREATWALL MILITARY INDUST,Aerospace & Defense,11.8,CNY,CNY,8624820224.0,12-31,0.008,3045421415.31,442192095.83,4494044249.84,2612798687.51,1614622864.42,1245159758.18,293931345.02,26743491.79,-76545432.74,243392430.62,-251195119.38
601607.SS,SHANGHAI PHARMACEUTICALS HOLDIN,Medical Distribution,18.25,CNY,CNY,60299644928.0,12-31,0.37,118071053055.25,48633895127.22,221209430148.17,71675619971.97,275250934889.66,244619261051.98,20941761555.09,4552528438.69,5827257731.33,-1863930378.66,415979699.69
601608.SS,CITIC HEAVY INDUSTRIES CO LTD,Specialty Industrial Machinery,4.48,CNY,CNY,20516384768.0,12-31,0.029,9913488924.33,2067488921.31,19677485252.78,9043488924.33,8034068213.85,6211549159.76,1265246417.56,374549794.7,815745186.7,391103032.23,-340121556.06
601609.SS,NINGBO JINTIAN COPPER GROUP CO ,Copper,6.61,CNY,CNY,9878579200.0,12-31,0.11,17577721852.08,11472821013.35,25802147560.79,8345094263.85,124160804982.54,121229426423.35,1631792091.94,462042621.55,1540101908.01,1083159666.53,-1324448554.24
601611.SS,CHINA NUCLEAR ENGINEERING CO LT,Engineering & Construction,9.07,CNY,CNY,27335436288.0,12-31,0.087,87512197653.76,69184493663.51,215335561053.74,28684621269.77,109385019331.14,96969019670.64,5608300252.79,2062828529.7,-315047692.52,4074021577.6,-2469885595.15
601615.SS,MING YANG SMART ENERGY GROUP LT,Specialty Industrial Machinery,10.17,CNY,CNY,23101155328.0,12-31,0.304,39766287892.85,15213941476.38,83861255864.75,27422713697.82,27859076459.8,24739445812.85,2740849647.95,372451216.45,-2591549270.7,10127282182.39,-6131863067.97
601616.SS,SHANGHAI GUANGDIAN ELECTRIC GRO,Electronics & Computer Distribution,4.08,CNY,CNY,3482993920.0,12-31,0.07,2458921269.78,,3107691963.31,2458921269.78,1036933731.36,748436839.13,234524295.08,74727239.13,137655507.15,-68526836.88,-395918165.98
601618.SS,METALLURGICAL CORP OF CHINA LTD,Engineering & Construction,2.95,CNY,CNY,56696938496.0,12-31,0.056,231208465000.0,93751396000.0,808015755000.0,153043098000.0,552024638000.0,498543592000.0,32905994000.0,6745954000.0,7847704000.0,11059823000.0,-9582031000.0
601619.SS,JIAZE RENEWABLES CORPORATION LT,Utilities - Renewable,3.56,CNY,CNY,8666321920.0,12-31,0.11,11315433007.32,7943384561.44,22224594513.25,6896284951.75,2421914730.87,935369349.75,148063781.3599999,630123882.82,1785963550.51,-556939664.69,-1348280342.57
601628.SS,CHINA LIFE INSURANCE CO,Insurance - Life,36.63,CNY,CNY,862094426112.0,12-31,0.65,557627000000.0,49270000000.0,6769546000000.0,509675000000.0,302921000000.0,,,106935000000.0,378795000000.0,-86759000000.0,-354620000000.0
601633.SS,GREAT WALL MOTOR COMPANY LIMITE,Auto Manufacturers,23.21,CNY,CNY,170505289728.0,12-31,0.45,134768376051.25,57891673190.79,217266223746.47,78987824127.06,199614004631.17,160831065950.46,24919905735.23,12692204172.58,,-12177923039.29,-23295773724.82
601636.SS,ZHUZHOU KIBING GROUP CO LTD,Building Products & Equipment,5.4,CNY,CNY,14651388928.0,12-31,0.33,23280679090.08,10675562001.99,31915246100.52,13549441532.99,15682741264.36,11763048564.01,1595510282.1,1750882456.29,1543166035.51,4210619603.77,-5389061995.05
601658.SS,POSTAL SAVINGS BANK OF CHINA CO,Banks - Regional,5.3,CNY,CNY,510468980736.0,12-31,0.262,1271649000000.0,251202000000.0,17084910000000.0,1029669000000.0,234480000000.0,,,86479000000.0,397276000000.0,-30778000000.0,-480399000000.0
601665.SS,QILU BANK CO LTD,Banks - Regional,6.15,CNY,CNY,30027929600.0,12-31,0.0,110593754000.0,69619000000.0,604815988000.0,41554348000.0,11807675000.0,,,4233751000.0,28973549000.0,22237353000.0,-41758515000.0
601666.SS,PINGDINGSHAN TIANAN COAL MINING,Thermal Coal,8.4,CNY,CNY,20865515520.0,12-31,0.6,46753217720.92,24189696196.76,76663869807.78,26164494074.25,30281294080.68,22397311466.25,3225849177.4700003,2349559452.79,5723248258.26,-4423197063.17,-5356742516.83
601668.SS,CHINA CONSTRUCTION ENGINEERING ,Engineering & Construction,5.51,CNY,CNY,229752684544.0,12-31,0.272,1200367605000.0,863381578000.0,3189262063000.0,462184659000.0,2187147839000.0,1971580906000.0,97636306000.0,46187099000.0,15773535000.0,15167548000.0,-2510503000.0
601669.SS,POWER CONSTRUCTION CORP OF CHIN,Engineering & Construction,4.74,CNY,CNY,81652178944.0,12-31,0.136,516006538300.5,397855763874.56,1153774735013.99,160580347561.55,609408450083.36,528232796714.88,44356621924.60999,12988385293.6,22264664488.11,54134637281.18,-80926073277.22
601677.SS,HENAN MINGTAI AL INDUSTRIAL CO ,Aluminum,12.11,CNY,CNY,15061206016.0,12-31,0.166,17883143125.54,582872873.47,23323832784.04,17301578792.95,32320871928.72,30075874726.26,422205168.26,1748479011.62,662694455.96,40131773.08,-2497732643.87
601678.SS,BEFAR GROUP CO LTD,Specialty Chemicals,4.03,CNY,CNY,8396787712.0,12-31,0.06,17363683637.34,7417167168.47,21134388859.53,11409819192.89,7305904161.55,6022274045.71,714089561.4699999,383109639.75,931407173.67,957752801.35,-2229156419.43
601686.SS,TIANJIN YOU FA STEEL PIPE GROUP,Steel,5.49,CNY,CNY,7870244352.0,12-31,0.15,10428113685.03,4060849268.43,17650144411.8,6713166252.34,60918218181.36,59180951928.59,759782065.49,569870421.14,419968288.74,-958898136.67,-422949373.78
601688.SS,HUATAI SECURITIES CO LTD,Capital Markets,15.98,CNY,CNY,135474118656.0,12-31,0.52,369462298645.26,178803011223.54,814270493580.79,191673901895.57,39108483829.17,,,15351162321.66,68167706589.9,-59670325516.78,20496120704.72
601689.SS,NINGBO TUOPU GROUP CO LTD,Auto Parts,51.7,CNY,CNY,89846325248.0,12-31,0.383,19726631492.65,7530550452.52,30769771206.88,13784379600.93,19700560430.0,15163117900.35,1717793470.0699997,2150642258.47,3365629276.74,-71428358.13,-3410258600.39
601696.SS,BOC INTERNATIONAL (CHINA) CO LT,Capital Markets,9.9,CNY,CNY,27557738496.0,12-31,0.051,28543650156.16,11505820912.2,69446045037.99,17216381734.95,2940804679.42,,,900692551.56,-7022829271.9,2222281427.36,-887448500.42
601698.SS,CHINA SATELLITE COMMUNICATIONS ,Telecom Services,19.71,CNY,CNY,83262717952.0,12-31,0.032,15726863659.32,131762108.2,22412943899.49,15726863659.32,2541123963.72,1837310342.9,319961198.7300001,454492823.77,1827900134.95,-181224573.64,-1430216187.31
601699.SS,SHANXI LU'AN ENV.ENERGY DEV.CO.,Thermal Coal,11.28,CNY,CNY,33922232320.0,12-31,1.589,49133158601.77,2361983783.73,86762330545.14,48060457101.77,43137029684.41,22554919948.51,8802390483.510002,7921598466.91,8852240335.36,-13134336698.54,383227711.62
601700.SS,CHANGSHU FENGFAN POWER EQUIPMEN,Metal Fabrication,4.33,CNY,CNY,4945942528.0,12-31,0.05,4811991489.61,2321133100.34,7784643303.82,2656182845.57,3423794272.52,3053751400.94,237556840.46999997,68758460.53,2183944.62,583361230.83,-481798144.74
601702.SS,SHANGHAI HUAFON ALUMINIUM CORPO,Aluminum,16.93,CNY,CNY,16905129984.0,12-31,0.0,6608226734.72,1621345278.4,8260356622.26,5532919865.35,10878191953.47,9119821084.47,340179410.43000007,1217907422.64,745008914.11,-498856395.82,-140863858.48
